,trial_num,jspsychID,stimulus,time_elapse,causal_rating,animacy_rating,cause_rt,anim_rt,trial_rt,subject_id,vid_num,outcome,cf,agent
193,19,9xysvf8aedhv2cn,20_p_out_in.mp4,427095.0,72,90,8126.300000011921,10366.400000035763,11166.100000023842,13,20,out,in,inanimate
194,1,b4m437xn8t0f046,02_a_in_out.mp4,401344.0,12,96,42451.5,47583.59999999963,49590.199999999255,15,02,in,out,animate
195,8,bwm63az1e5flkrd,09_a_in_in.mp4,705507.0,100,100,17486.800000071526,19608.5,20861.899999976158,11,09,in,in,animate
196,25,m09xkn4vtyo1ll6,12_p_in_in.mp4,449964.0,1,15,13412.099999964237,18869.30000001192,19706.30000001192,14,12,in,in,inanimate
197,6,rbujcoxmek5s7d8,24_p_out_in.mp4,277472.0,100,1,22785.69999998808,27488.90000000596,28213.40000000596,16,24,out,in,inanimate
198,20,9xysvf8aedhv2cn,21_p_out_in.mp4,439375.0,68,16,7699.399999976158,10115.5,11515.799999952316,13,21,out,in,inanimate
199,10,eur3domry9lny4r,18_p_out_out.mp4,175538.0,1,1,9502.0,15420.0,15977.0,20,18,out,out,inanimate
200,5,ujzvxelnjdy3mep,23_p_out_in.mp4,209121.0,67,67,16476.70000000298,20052.0,20828.39999999106,19,23,out,in,inanimate
201,9,bwm63az1e5flkrd,08_a_in_in.mp4,719910.0,1,1,9554.300000071526,11304.800000071526,12637.200000047684,11,08,in,in,animate
202,11,eur3domry9lny4r,13_a_out_out.mp4,183498.0,95,100,4489.0,5501.0,5944.0,20,13,out,out,animate
203,7,rbujcoxmek5s7d8,01_p_in_out.mp4,294755.0,100,1,7888.600000023842,15229.200000017881,16016.100000023842,16,01,in,out,inanimate
204,2,b4m437xn8t0f046,14_a_out_out.mp4,426555.0,100,100,19146.400000000373,24121.699999999255,24943.900000000373,15,14,out,out,animate
205,30,26g5jp57pvqxkau,02_p_in_out.mp4,814889.0,1,71,3369.0,4540.29999999702,60470.39999999851,9,02,in,out,inanimate
206,26,m09xkn4vtyo1ll6,02_p_in_out.mp4,471464.0,98,10,17361.099999964237,19072.899999976158,19995.899999976158,14,02,in,out,inanimate
207,6,ujzvxelnjdy3mep,07_a_in_in.mp4,223522.0,1,100,8063.699999988079,11640.29999999702,12388.59999999404,19,07,in,in,animate
208,21,9xysvf8aedhv2cn,21_a_out_in.mp4,460255.0,68,94,16225.5,19905.600000023842,20617.400000035763,13,21,out,in,animate
209,1,yngh1u01snkzl99,16_a_out_out.mp4,292990.0,100,100,20921.60000000149,57434.0,58157.70000000298,17,16,out,out,animate
210,31,26g5jp57pvqxkau,17_p_out_out.mp4,822989.0,1,1,3914.89999999851,5838.20000000298,7347.5,9,17,out,out,inanimate
211,12,eur3domry9lny4r,22_a_out_in.mp4,199761.0,72,100,14993.0,13159.0,15506.0,20,22,out,in,animate
212,8,rbujcoxmek5s7d8,07_a_in_in.mp4,309197.0,1,100,7237.899999976158,12274.09999999404,13176.699999988079,16,07,in,in,animate
213,2,c7rp8r7tzas6l45,22_a_out_in.mp4,385864.0,100,100,28322.0,48691.799999952316,51423.299999952316,18,22,out,in,animate
214,27,m09xkn4vtyo1ll6,20_a_out_in.mp4,484851.0,96,100,9979.800000011921,11516.600000023842,12383.800000011921,14,20,out,in,animate
215,10,bwm63az1e5flkrd,19_a_out_in.mp4,743253.0,100,100,18201.400000095367,20700.800000071526,22081.900000095367,11,19,out,in,animate
216,32,26g5jp57pvqxkau,22_p_out_in.mp4,832390.0,77,20,5942.89999999851,8410.20000000298,8898.30000000447,9,22,out,in,inanimate
217,22,9xysvf8aedhv2cn,03_p_in_out.mp4,477303.0,1,93,11921.799999952316,14233.799999952316,15033.699999988079,13,03,in,out,inanimate
218,7,ujzvxelnjdy3mep,07_p_in_in.mp4,242817.0,1,39,12144.59999999404,17681.89999999106,18789.79999999702,19,07,in,in,inanimate
219,13,eur3domry9lny4r,21_p_out_in.mp4,214355.0,86,5,9039.0,11238.0,13583.0,20,21,out,in,inanimate
220,3,b4m437xn8t0f046,19_p_out_in.mp4,456160.0,100,1,24228.200000001118,27770.200000001118,28844.5,15,19,out,in,inanimate
221,9,rbujcoxmek5s7d8,22_p_out_in.mp4,325216.0,100,1,6950.799999982119,12510.09999999404,14020.299999982119,16,22,out,in,inanimate
222,33,26g5jp57pvqxkau,09_a_in_in.mp4,842836.0,34,1,5904.79999999702,8582.0,9193.0,9,09,in,in,animate
223,11,bwm63az1e5flkrd,14_a_out_out.mp4,759593.0,100,100,11574.800000071526,13576.900000095367,15075.700000047684,11,14,out,out,animate
224,14,eur3domry9lny4r,14_p_out_out.mp4,221785.0,97,6,4365.0,5550.0,5919.0,20,14,out,out,inanimate
225,34,26g5jp57pvqxkau,08_a_in_in.mp4,851131.0,1,20,4363.29999999702,6111.29999999702,6541.5999999940395,9,08,in,in,animate
226,10,rbujcoxmek5s7d8,19_a_out_in.mp4,334816.0,100,100,5083.5999999940395,7576.5,8524.799999982119,16,19,out,in,animate
227,8,ujzvxelnjdy3mep,17_a_out_out.mp4,260264.0,1,100,13092.79999999702,14549.29999999702,15443.39999999106,19,17,out,out,animate
228,15,eur3domry9lny4r,17_a_out_out.mp4,227342.0,1,100,3119.0,3833.0,4799.0,20,17,out,out,animate
229,23,9xysvf8aedhv2cn,22_p_out_in.mp4,495551.0,78,24,6345.899999976158,17017.69999998808,17737.899999976158,13,22,out,in,inanimate
230,28,m09xkn4vtyo1ll6,21_a_out_in.mp4,511122.0,69,100,21912.80000001192,24429.69999998808,25267.69999998808,14,21,out,in,animate
231,35,26g5jp57pvqxkau,23_p_out_in.mp4,858604.0,100,14,4023.5,5125.80000000447,5719.80000000447,9,23,out,in,inanimate
232,16,eur3domry9lny4r,07_p_in_in.mp4,235754.0,1,1,5534.0,7018.0,7657.0,20,07,in,in,inanimate
233,9,ujzvxelnjdy3mep,03_a_in_out.mp4,271249.0,100,100,5662.20000000298,7001.100000008941,9481.29999999702,19,03,in,out,animate
234,12,bwm63az1e5flkrd,12_a_in_in.mp4,777973.0,1,100,13304.600000023842,15454.199999928474,16611.899999976158,11,12,in,in,animate
235,17,eur3domry9lny4r,05_a_in_out.mp4,241890.0,96,97,3579.0,4430.0,4878.0,20,05,in,out,animate
236,24,9xysvf8aedhv2cn,08_a_in_in.mp4,509902.0,1,5,10965.300000011921,12189.200000047684,13093.300000011921,13,08,in,in,animate
237,11,rbujcoxmek5s7d8,03_p_in_out.mp4,351548.0,100,1,10188.09999999404,13307.300000011921,15430.199999988079,16,03,in,out,inanimate
238,29,m09xkn4vtyo1ll6,01_a_in_out.mp4,524861.0,85,100,10386.0,12338.0,13236.0,14,01,in,out,animate
239,4,b4m437xn8t0f046,03_a_in_out.mp4,486503.0,2,100,24900.400000000373,27168.5,28320.800000000745,15,03,in,out,animate
240,36,26g5jp57pvqxkau,16_a_out_out.mp4,872561.0,1,87,10627.70000000298,11820.5,12203.60000000149,9,16,out,out,animate
241,18,eur3domry9lny4r,12_a_in_in.mp4,250959.0,7,87,6448.0,7708.0,8068.0,20,12,in,in,animate
242,10,ujzvxelnjdy3mep,13_a_out_out.mp4,284741.0,100,100,10742.89999999106,12385.79999999702,13236.79999999702,19,13,out,out,animate
243,25,9xysvf8aedhv2cn,13_a_out_out.mp4,519686.0,100,100,7370.700000047684,8202.600000023842,9522.600000023842,13,13,out,out,animate
244,30,m09xkn4vtyo1ll6,12_a_in_in.mp4,534695.0,1,100,7105.099999964237,8490.800000011921,9331.099999964237,14,12,in,in,animate
245,12,rbujcoxmek5s7d8,06_a_in_out.mp4,364395.0,100,100,8384.40000000596,10009.09999999404,10958.800000011921,16,06,in,out,animate
246,13,bwm63az1e5flkrd,12_p_in_in.mp4,797652.0,100,1,14427.899999976158,16584.899999976158,18413.399999976158,11,12,in,in,inanimate
247,3,c7rp8r7tzas6l45,16_a_out_out.mp4,443756.0,1,100,34676.300000071526,50955.10000002384,56617.90000009537,18,16,out,out,animate
248,1,rsbm4tmgbzlev7l,08_p_in_in.mp4,111921.0,1,100,21412.799999952316,31881.0,33212.59999990463,23,08,in,in,inanimate
249,13,rbujcoxmek5s7d8,19_p_out_in.mp4,372596.0,100,1,4813.200000017881,6951.0,7682.200000017881,16,19,out,in,inanimate
250,2,yngh1u01snkzl99,03_p_in_out.mp4,361277.0,1,52,22158.39999999851,66765.89999999851,67518.70000000298,17,03,in,out,inanimate
251,19,eur3domry9lny4r,24_p_out_in.mp4,263832.0,67,20,10202.0,11428.0,11867.0,20,24,out,in,inanimate
252,26,9xysvf8aedhv2cn,19_a_out_in.mp4,532030.0,100,100,10471.800000011921,11479.5,12087.600000023842,13,19,out,in,animate
253,11,ujzvxelnjdy3mep,12_p_in_in.mp4,302012.0,1,26,12851.79999999702,15646.0,16518.09999999404,19,12,in,in,inanimate
254,31,m09xkn4vtyo1ll6,14_a_out_out.mp4,551410.0,60,100,13412.699999988079,15004.699999988079,15961.699999988079,14,14,out,out,animate
255,20,eur3domry9lny4r,17_p_out_out.mp4,272635.0,1,1,4921.0,5901.0,6799.0,20,17,out,out,inanimate
256,5,b4m437xn8t0f046,18_a_out_out.mp4,514510.0,16,100,23847.700000001118,26515.5,27493.099999999627,15,18,out,out,animate
257,37,26g5jp57pvqxkau,15_a_out_out.mp4,901827.0,1,91,26732.80000000447,28585.0,29011.30000000447,9,15,out,out,animate
258,27,9xysvf8aedhv2cn,01_a_in_out.mp4,545870.0,63,100,11121.300000011921,12241.399999976158,13081.399999976158,13,01,in,out,animate
259,14,rbujcoxmek5s7d8,16_p_out_out.mp4,389111.0,78,1,11823.90000000596,14864.09999999404,16254.90000000596,16,16,out,out,inanimate
260,12,ujzvxelnjdy3mep,22_a_out_in.mp4,313393.0,27,100,8636.29999999702,10129.0,10877.09999999404,19,22,out,in,animate
261,32,m09xkn4vtyo1ll6,08_p_in_in.mp4,566070.0,1,1,9757.100000023842,12120.199999988079,12907.199999988079,14,08,in,in,inanimate
262,38,26g5jp57pvqxkau,22_a_out_in.mp4,910135.0,94,90,4766.60000000149,7648.0,8055.20000000298,9,22,out,in,animate
263,2,rsbm4tmgbzlev7l,17_a_out_out.mp4,135990.0,1,100,16929.299999952316,20454.899999976158,22057.299999952316,23,17,out,out,animate
264,6,b4m437xn8t0f046,15_a_out_out.mp4,525485.0,100,100,5915.0999999996275,8041.0,8957.200000001118,15,15,out,out,animate
265,4,c7rp8r7tzas6l45,24_p_out_in.mp4,470369.0,1,100,14904.899999976158,22698.200000047684,24594.600000023842,18,24,out,in,inanimate
266,21,eur3domry9lny4r,06_a_in_out.mp4,291519.0,100,100,15228.0,16690.0,17122.0,20,06,in,out,animate
267,13,ujzvxelnjdy3mep,20_a_out_in.mp4,327179.0,45,100,10869.29999999702,12114.29999999702,13032.20000000298,19,20,out,in,animate
268,28,9xysvf8aedhv2cn,07_a_in_in.mp4,562406.0,14,100,11634.399999976158,13690.100000023842,14522.199999988079,13,07,in,in,animate
269,14,bwm63az1e5flkrd,10_a_in_in.mp4,834959.0,100,49,25664.899999976158,35350.5,36538.799999952316,11,10,in,in,animate
270,7,b4m437xn8t0f046,19_a_out_in.mp4,539114.0,100,100,9104.5,11174.599999999627,12121.0,15,19,out,in,animate
271,3,rsbm4tmgbzlev7l,05_a_in_out.mp4,151588.0,100,100,10293.300000071526,13274.800000071526,14841.200000047684,23,05,in,out,animate
272,15,rbujcoxmek5s7d8,02_p_in_out.mp4,411615.0,100,28,5369.0,11097.90000000596,20995.20000001788,16,02,in,out,inanimate
273,22,eur3domry9lny4r,15_a_out_out.mp4,304154.0,100,95,9095.0,9917.0,10626.0,20,15,out,out,animate
274,33,m09xkn4vtyo1ll6,23_a_out_in.mp4,589454.0,44,100,20739.19999998808,22170.5,23131.099999964237,14,23,out,in,animate
275,14,ujzvxelnjdy3mep,11_a_in_in.mp4,341969.0,19,100,10410.70000000298,11994.60000000894,12786.40000000596,19,11,in,in,animate
276,16,rbujcoxmek5s7d8,21_a_out_in.mp4,422811.0,100,100,5249.5,8094.5999999940395,9182.699999988079,16,21,out,in,animate
277,4,rsbm4tmgbzlev7l,19_p_out_in.mp4,167438.0,100,100,11863.800000071526,14159.899999976158,15342.300000071526,23,19,out,in,inanimate
278,23,eur3domry9lny4r,22_p_out_in.mp4,315892.0,89,18,9507.0,10337.0,10979.0,20,22,out,in,inanimate
279,15,bwm63az1e5flkrd,22_p_out_in.mp4,854349.0,100,1,10567.899999976158,15644.899999976158,17375.599999904633,11,22,out,in,inanimate
280,34,m09xkn4vtyo1ll6,21_p_out_in.mp4,602334.0,80,1,9562.399999976158,11322.399999976158,12376.5,14,21,out,in,inanimate
281,24,eur3domry9lny4r,14_a_out_out.mp4,322632.0,100,97,4013.0,5001.0,5476.0,20,14,out,out,animate
282,3,yngh1u01snkzl99,15_a_out_out.mp4,421457.0,33,100,54264.79999999702,58367.19999999553,59151.39999999851,17,15,out,out,animate
283,5,c7rp8r7tzas6l45,16_p_out_out.mp4,509188.0,1,100,23856.0,35604.59999990463,37547.799999952316,18,16,out,out,inanimate
284,15,ujzvxelnjdy3mep,10_p_in_in.mp4,358387.0,10,21,13032.90000000596,14852.10000000894,15664.5,19,10,in,in,inanimate
285,17,rbujcoxmek5s7d8,02_a_in_out.mp4,434567.0,100,100,5940.0,9510.09999999404,10246.699999988079,16,02,in,out,animate
286,8,b4m437xn8t0f046,12_p_in_in.mp4,569424.0,1,1,23413.799999998882,28342.0,29301.699999999255,15,12,in,in,inanimate
287,25,eur3domry9lny4r,10_p_in_in.mp4,330933.0,14,1,4910.0,6656.0,7537.0,20,10,in,in,inanimate
288,35,m09xkn4vtyo1ll6,24_p_out_in.mp4,613736.0,60,1,6399.699999988079,9183.899999976158,9898.599999964237,14,24,out,in,inanimate
289,16,bwm63az1e5flkrd,07_p_in_in.mp4,872936.0,1,1,11317.600000023842,17113.600000023842,18312.700000047684,11,07,in,in,inanimate
290,18,rbujcoxmek5s7d8,14_a_out_out.mp4,444847.0,100,100,5810.0999999940395,7996.300000011921,9020.300000011921,16,14,out,out,animate
291,16,ujzvxelnjdy3mep,14_a_out_out.mp4,370683.0,100,100,5209.29999999702,10003.0,10787.90000000596,19,14,out,out,animate
292,26,eur3domry9lny4r,24_a_out_in.mp4,338701.0,27,88,4566.0,6528.0,7514.0,20,24,out,in,animate
293,27,eur3domry9lny4r,11_a_in_in.mp4,346004.0,14,88,3680.0,4706.0,5296.0,20,11,in,in,animate
294,29,9xysvf8aedhv2cn,22_a_out_in.mp4,613822.0,36,100,47982.799999952316,49758.69999998808,50406.89999997616,13,22,out,in,animate
295,36,m09xkn4vtyo1ll6,23_p_out_in.mp4,629598.0,89,1,9758.199999988079,12954.300000011921,14109.0,14,23,out,in,inanimate
296,5,rsbm4tmgbzlev7l,04_p_in_out.mp4,199906.0,100,100,27146.899999976158,29222.100000023842,30457.0,23,04,in,out,inanimate
297,17,bwm63az1e5flkrd,24_p_out_in.mp4,890639.0,1,1,13173.200000047684,15875.800000071526,17179.0,11,24,out,in,inanimate
298,19,rbujcoxmek5s7d8,04_p_in_out.mp4,462093.0,100,1,10586.200000017881,15475.200000017881,16232.200000017881,16,04,in,out,inanimate
299,28,eur3domry9lny4r,03_p_in_out.mp4,354519.0,96,7,4590.0,6240.0,6759.0,20,03,in,out,inanimate
300,6,c7rp8r7tzas6l45,17_a_out_out.mp4,540088.0,1,100,24053.200000047684,29014.600000023842,30628.600000023842,18,17,out,out,animate
301,37,m09xkn4vtyo1ll6,19_a_out_in.mp4,638308.0,81,100,5701.600000023842,7107.400000035763,7956.800000011921,14,19,out,in,animate
302,39,26g5jp57pvqxkau,14_p_out_out.mp4,982708.0,92,7,68757.0,70141.0,70535.20000000298,9,14,out,out,inanimate
303,9,b4m437xn8t0f046,10_p_in_in.mp4,599639.0,77,1,19032.0,28203.5,29189.5,15,10,in,in,inanimate
304,30,9xysvf8aedhv2cn,23_a_out_in.mp4,627573.0,83,99,10964.400000035763,11932.600000023842,12740.5,13,23,out,in,animate
305,29,eur3domry9lny4r,09_a_in_in.mp4,362118.0,62,87,4790.0,5864.0,6585.0,20,09,in,in,animate
306,40,26g5jp57pvqxkau,03_a_in_out.mp4,988717.0,79,81,4364.10000000149,5167.10000000149,5505.4000000059605,9,03,in,out,animate
307,20,rbujcoxmek5s7d8,24_a_out_in.mp4,472648.0,100,100,5761.5999999940395,9099.09999999404,10043.699999988079,16,24,out,in,animate
308,4,yngh1u01snkzl99,07_a_in_in.mp4,461900.0,1,100,18401.20000000298,30306.89999999851,39933.0,17,07,in,in,animate
309,17,ujzvxelnjdy3mep,22_p_out_in.mp4,397748.0,34,9,19933.19999998808,25116.0,25810.89999999106,19,22,out,in,inanimate
310,6,rsbm4tmgbzlev7l,01_a_in_out.mp4,216464.0,100,100,10757.299999952316,13640.200000047684,14548.799999952316,23,01,in,out,animate
311,41,26g5jp57pvqxkau,14_a_out_out.mp4,995347.0,87,82,3384.3000000044703,4515.70000000298,4876.10000000149,9,14,out,out,animate
312,38,m09xkn4vtyo1ll6,16_a_out_out.mp4,653109.0,2,100,10038.5,13520.400000035763,14297.300000011921,14,16,out,out,animate
313,31,9xysvf8aedhv2cn,15_a_out_out.mp4,641542.0,100,100,10945.300000011921,11976.699999988079,12961.100000023842,13,15,out,out,animate
314,18,bwm63az1e5flkrd,18_p_out_out.mp4,914485.0,1,53,11644.399999976158,20268.799999952316,21824.299999952316,11,18,out,out,inanimate
315,42,26g5jp57pvqxkau,10_p_in_in.mp4,1002812.0,13,8,4590.19999999553,6806.69999999553,7211.89999999851,9,10,in,in,inanimate
316,30,eur3domry9lny4r,01_a_in_out.mp4,376965.0,57,86,10941.0,12231.0,12840.0,20,01,in,out,animate
317,7,rsbm4tmgbzlev7l,11_a_in_in.mp4,228715.0,100,100,7843.200000047684,9676.600000023842,10992.700000047684,23,11,in,in,animate
318,7,c7rp8r7tzas6l45,06_a_in_out.mp4,563212.0,100,100,14890.399999976158,17929.700000047684,21854.100000023842,18,06,in,out,animate
319,21,rbujcoxmek5s7d8,15_p_out_out.mp4,490021.0,87,1,9872.199999988079,14897.90000000596,15856.40000000596,16,15,out,out,inanimate
320,39,m09xkn4vtyo1ll6,06_p_in_out.mp4,667634.0,100,59,11048.800000011921,13201.300000011921,14020.700000047684,14,06,in,out,inanimate
321,32,9xysvf8aedhv2cn,05_p_in_out.mp4,653909.0,100,5,5265.199999988079,9417.199999988079,11609.399999976158,13,05,in,out,inanimate
322,31,eur3domry9lny4r,02_a_in_out.mp4,387830.0,29,88,9429.0,10176.0,10607.0,20,02,in,out,animate
323,8,rsbm4tmgbzlev7l,19_a_out_in.mp4,240256.0,100,100,6448.700000047684,9621.899999976158,10779.0,23,19,out,in,animate
324,19,bwm63az1e5flkrd,10_p_in_in.mp4,927340.0,100,1,8156.299999952316,10091.099999904633,11337.399999976158,11,10,in,in,inanimate
325,22,rbujcoxmek5s7d8,04_a_in_out.mp4,498970.0,100,100,5385.0,7382.0,8441.59999999404,16,04,in,out,animate
326,10,b4m437xn8t0f046,23_p_out_in.mp4,631204.0,9,1,17372.900000000373,30355.300000000745,31055.800000000745,15,23,out,in,inanimate
327,40,m09xkn4vtyo1ll6,06_a_in_out.mp4,674690.0,100,100,4729.400000035763,5635.300000011921,6553.300000011921,14,06,in,out,animate
328,5,yngh1u01snkzl99,03_a_in_out.mp4,494285.0,100,100,29140.90000000596,30871.0,31864.80000000447,17,03,in,out,animate
329,43,26g5jp57pvqxkau,11_a_in_in.mp4,1022914.0,22,80,18229.69999999553,19451.79999999702,19848.0,9,11,in,in,animate
330,18,ujzvxelnjdy3mep,19_p_out_in.mp4,431424.0,73,8,25164.70000000298,31661.20000000298,32409.80000001192,19,19,out,in,inanimate
331,33,9xysvf8aedhv2cn,19_p_out_in.mp4,666150.0,65,12,7060.399999976158,10124.5,10732.699999988079,13,19,out,in,inanimate
332,23,rbujcoxmek5s7d8,18_p_out_out.mp4,511713.0,100,1,6035.199999988079,9877.0,10982.199999988079,16,18,out,out,inanimate
333,32,eur3domry9lny4r,02_p_in_out.mp4,404250.0,84,25,8915.0,11771.0,14664.0,20,02,in,out,inanimate
334,44,26g5jp57pvqxkau,19_p_out_in.mp4,1034683.0,95,8,8906.5,9863.60000000149,10265.79999999702,9,19,out,in,inanimate
335,41,m09xkn4vtyo1ll6,11_a_in_in.mp4,691242.0,57,100,11424.899999976158,14246.599999964237,15049.099999964237,14,11,in,in,animate
336,33,eur3domry9lny4r,08_p_in_in.mp4,410402.0,1,5,3426.0,4430.0,4888.0,20,08,in,in,inanimate
337,8,c7rp8r7tzas6l45,18_p_out_out.mp4,595007.0,1,100,20734.300000071526,23643.399999976158,30018.700000047684,18,18,out,out,inanimate
338,19,ujzvxelnjdy3mep,06_p_in_out.mp4,443898.0,100,11,8523.89999999106,10095.09999999404,10716.699999988079,19,06,in,out,inanimate
339,9,rsbm4tmgbzlev7l,12_p_in_in.mp4,262779.0,1,1,14877.300000071526,19278.800000071526,20515.700000047684,23,12,in,in,inanimate
340,34,9xysvf8aedhv2cn,15_p_out_out.mp4,681845.0,59,11,10480.0,13040.100000023842,13687.800000011921,13,15,out,out,inanimate
341,11,b4m437xn8t0f046,13_a_out_out.mp4,656245.0,100,100,20287.900000000373,22233.900000000373,23284.0,15,13,out,out,animate
342,20,bwm63az1e5flkrd,04_p_in_out.mp4,954519.0,1,1,12819.099999904633,23852.399999976158,25166.699999928474,11,04,in,out,inanimate
343,6,yngh1u01snkzl99,05_a_in_out.mp4,514242.0,100,100,14127.89999999851,17531.60000000149,18445.20000000298,17,05,in,out,animate
344,45,26g5jp57pvqxkau,19_a_out_in.mp4,1045650.0,93,13,8099.89999999851,9186.0,9713.19999999553,9,19,out,in,animate
345,10,rsbm4tmgbzlev7l,03_p_in_out.mp4,272713.0,100,1,5611.100000023842,7500.700000047684,8924.600000023842,23,03,in,out,inanimate
346,42,m09xkn4vtyo1ll6,15_p_out_out.mp4,705757.0,1,1,10105.799999952316,11891.199999988079,12761.799999952316,14,15,out,out,inanimate
347,35,9xysvf8aedhv2cn,10_a_in_in.mp4,692925.0,2,96,6224.399999976158,8424.699999988079,9072.599999964237,13,10,in,in,animate
348,20,ujzvxelnjdy3mep,19_a_out_in.mp4,458420.0,81,100,10601.300000011921,11783.5,12761.300000011921,19,19,out,in,animate
349,46,26g5jp57pvqxkau,24_p_out_in.mp4,1053104.0,91,17,4294.10000000149,5248.20000000298,6200.30000000447,9,24,out,in,inanimate
350,34,eur3domry9lny4r,19_a_out_in.mp4,428500.0,93,100,15534.0,16352.0,17333.0,20,19,out,in,animate
351,12,b4m437xn8t0f046,14_p_out_out.mp4,674590.0,100,1,10559.200000001118,16411.60000000149,17581.5,15,14,out,out,inanimate
352,43,m09xkn4vtyo1ll6,15_a_out_out.mp4,717450.0,22,100,5375.800000011921,9043.800000011921,10189.599999964237,14,15,out,out,animate
353,11,rsbm4tmgbzlev7l,20_p_out_in.mp4,287872.0,100,1,11252.699999928474,13270.100000023842,14903.100000023842,23,20,out,in,inanimate
354,21,bwm63az1e5flkrd,23_a_out_in.mp4,976505.0,100,100,18251.0,19786.799999952316,21468.600000023842,11,23,out,in,animate
355,21,ujzvxelnjdy3mep,24_p_out_in.mp4,474044.0,36,5,10265.10000000894,14668.40000000596,15357.20000000298,19,24,out,in,inanimate
356,36,9xysvf8aedhv2cn,24_p_out_in.mp4,709181.0,62,13,11551.100000023842,15358.900000035763,15998.800000011921,13,24,out,in,inanimate
357,47,26g5jp57pvqxkau,01_p_in_out.mp4,1068792.0,91,13,11382.09999999404,12830.19999999553,14934.59999999404,9,01,in,out,inanimate
358,44,m09xkn4vtyo1ll6,05_a_in_out.mp4,725375.0,100,100,5008.400000035763,6598.600000023842,7421.700000047684,14,05,in,out,animate
359,13,b4m437xn8t0f046,06_a_in_out.mp4,684470.0,100,100,5738.699999999255,7171.4000000003725,7871.5999999996275,15,06,in,out,animate
360,35,eur3domry9lny4r,04_p_in_out.mp4,445011.0,100,18,9943.0,15693.0,16251.0,20,04,in,out,inanimate
361,48,26g5jp57pvqxkau,16_p_out_out.mp4,1075935.0,7,11,4151.69999999553,5730.0,6140.19999999553,9,16,out,out,inanimate
362,22,bwm63az1e5flkrd,15_a_out_out.mp4,990687.0,100,100,10678.399999976158,12370.699999928474,13662.799999952316,11,15,out,out,animate
363,45,m09xkn4vtyo1ll6,18_p_out_out.mp4,735370.0,2,1,5794.800000011921,7186.100000023842,7991.100000023842,14,18,out,out,inanimate
364,9,c7rp8r7tzas6l45,23_p_out_in.mp4,638322.0,100,100,31683.5,37002.59999990463,42303.799999952316,18,23,out,in,inanimate
365,12,rsbm4tmgbzlev7l,18_a_out_out.mp4,306160.0,1,100,13806.599999904633,16021.0,17528.0,23,18,out,out,animate
366,37,9xysvf8aedhv2cn,24_a_out_in.mp4,724317.0,17,95,12450.300000011921,13682.300000011921,14378.600000023842,13,24,out,in,animate
367,22,ujzvxelnjdy3mep,18_p_out_out.mp4,491068.0,1,1,7465.4000000059605,13816.300000011921,15019.40000000596,19,18,out,out,inanimate
368,36,eur3domry9lny4r,03_a_in_out.mp4,458021.0,100,88,10202.0,10957.0,11501.0,20,03,in,out,animate
369,1,njqwqy2uvk45qo4,05_a_in_out.mp4,255916.0,100,100,34953.0,91373.60000002384,97390.60000002384,25,05,in,out,animate
370,14,b4m437xn8t0f046,13_p_out_out.mp4,698924.0,100,100,11726.700000001118,12955.099999999627,13695.200000001118,15,13,out,out,inanimate
371,37,eur3domry9lny4r,19_p_out_in.mp4,471642.0,100,6,10215.0,11131.0,11604.0,20,19,out,in,inanimate
372,13,rsbm4tmgbzlev7l,16_a_out_out.mp4,323339.0,1,1,12353.100000023842,15375.399999976158,16669.0,23,16,out,out,animate
373,10,c7rp8r7tzas6l45,15_a_out_out.mp4,656290.0,1,100,12342.899999976158,15392.099999904633,16695.699999928474,18,15,out,out,animate
374,46,m09xkn4vtyo1ll6,13_p_out_out.mp4,754345.0,47,1,14742.800000011921,16231.599999964237,17222.0,14,13,out,out,inanimate
375,38,9xysvf8aedhv2cn,18_a_out_out.mp4,740542.0,1,97,11014.599999964237,13174.800000011921,14215.099999964237,13,18,out,out,animate
376,23,ujzvxelnjdy3mep,15_p_out_out.mp4,511202.0,65,1,16240.79999999702,18105.90000000596,19131.0,19,15,out,out,inanimate
377,15,b4m437xn8t0f046,04_p_in_out.mp4,718685.0,100,1,15877.700000001118,17537.60000000149,18237.700000001118,15,04,in,out,inanimate
378,38,eur3domry9lny4r,20_p_out_in.mp4,478357.0,91,3,4366.0,5329.0,5961.0,20,20,out,in,inanimate
379,23,bwm63az1e5flkrd,21_a_out_in.mp4,1017408.0,1,82,17430.899999976158,23963.0,24955.0,11,21,out,in,animate
380,7,yngh1u01snkzl99,15_p_out_out.mp4,581675.0,79,14,43398.70000000298,55609.20000000298,66669.10000000149,17,15,out,out,inanimate
381,14,rsbm4tmgbzlev7l,22_a_out_in.mp4,338224.0,100,100,10640.0,13039.200000047684,14374.400000095367,23,22,out,in,animate
382,47,m09xkn4vtyo1ll6,09_p_in_in.mp4,769711.0,100,1,10884.599999964237,12512.299999952316,13362.5,14,09,in,in,inanimate
383,39,eur3domry9lny4r,16_a_out_out.mp4,488765.0,7,93,6274.0,8717.0,9151.0,20,16,out,out,animate
384,24,ujzvxelnjdy3mep,11_p_in_in.mp4,522152.0,1,1,5471.79999999702,7104.70000000298,9693.79999999702,19,11,in,in,inanimate
385,16,b4m437xn8t0f046,15_p_out_out.mp4,737740.0,100,1,14614.900000000373,16287.800000000745,17045.400000000373,15,15,out,out,inanimate
386,40,eur3domry9lny4r,11_p_in_in.mp4,498722.0,21,1,4280.0,8408.0,9450.0,20,11,in,in,inanimate
